QuoteID,Quote,SupportingText,Audience,TopicCategory,Topic,Theme,SourceType,InspiredBy,Author,AttributionNote,OriginalTheme,SourceURL,Occasion,IllustrationTags,SourceLibrary,SourceFile,DuplicateOf,QualityStatus
UC099,"Some people are rare because of the goodness they carry, not the way they look.",,All,Values,Kindness,Happiness & Gratitude,adapted,User submission,,,Good-hearted people,,,"helping,friends,family",user_curated,data/library/user_curated_part_01.csv,,approved
UC100,You do not always owe a long explanation for leaving a pattern that already explained itself.,,All,Mindset,Peace,Peace & Letting Go,adapted,User submission,,,Cutting ties,,,"meditation,nature,quiet",user_curated,data/library/user_curated_part_01.csv,,approved
UC101,It is okay if everyone does not like you. Universal approval was never the goal.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Self-confidence,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC102,Thoughts can argue forever; emotions often reveal what still needs attention.,,All,Wellness,Mental Health,Growth,adapted,User submission,,,Thoughts and emotions,,,"peace,rest,reflection",user_curated,data/library/user_curated_part_01.csv,,approved
UC103,Let go of people who repeatedly make you dislike your own life.,,All,Relationships,Relationships,Peace & Letting Go,adapted,User submission,,,Letting go,,,"couple,partners",user_curated,data/library/user_curated_part_01.csv,,approved
UC104,The right people make it safer to take off the mask and return to who you really are.,,All,Mindset,Authenticity & Identity,Self-Worth,adapted,User submission,,,Authenticity,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC105,"Hey fighter, stay with it. This season will not last forever.",,All,Mindset,Resilience,Keep Going,adapted,User submission,,,Stay strong,,,"climbing,walking,alone",user_curated,data/library/user_curated_part_01.csv,,approved
UC106,People can copy your process without being able to copy what makes it yours.,,All,Mindset,Authenticity & Identity,Self-Belief,adapted,User submission,,,Originality,,,"confidence,alone,friends",user_curated,data/library/user_curated_part_01.csv,,approved
UC107,"No matter how badly someone treats you, protect your standards and walk away without becoming like them.",,All,Values,Integrity & Character,Self-Worth,adapted,User submission,,,Standards,,,"standing-tall,helping,team",user_curated,data/library/user_curated_part_01.csv,,approved
UC108,Be grateful for every distance you traveled to find your way back to yourself.,,All,Mindset,Growth,Becoming,adapted,User submission,,,Finding yourself,,,"growth,journey,reading",user_curated,data/library/user_curated_part_01.csv,,approved
UC109,Education and self-respect are two things you never need to apologize for carrying proudly.,,All,Youth,Study & Learning,Self-Belief,adapted,User submission,,,Education,,,"books,study,school",user_curated,data/library/user_curated_part_01.csv,,approved
UC110,"Even if I were one voice among millions who loved you, I would still choose to make that love count while I am here.",,All,Relationships,Love,Happiness & Gratitude,adapted,User submission,,,Devotion,,,"couple,love",user_curated,data/library/user_curated_part_01.csv,,approved
WEMP001,Do not wait to feel perfectly ready before stepping toward the opportunity you have already earned.,,Women,Business,Leadership,Dreams,inspired_by,Lean In,Sheryl Sandberg,,Career & Leadership,,,"leader,team,meeting",women,data/library/women_empowerment_part_01.csv,,approved
WEMP002,The woman beneath everyone else's expectations still has a voice; learn to recognize it.,,Women,Mindset,Authenticity & Identity,Self-Worth,inspired_by,Untamed,Glennon Doyle,,Authenticity & Freedom,,,"confidence,alone,friends",women,data/library/women_empowerment_part_01.csv,,approved
WEMP003,Your story is still becoming; no single chapter gets to define the whole woman.,,Women,Mindset,Authenticity & Identity,Becoming,inspired_by,Becoming,Michelle Obama,,Identity & Becoming,,,"confidence,alone,friends",women,data/library/women_empowerment_part_01.csv,,approved
WEMP004,Confidence is easier to carry when it is built from self-knowledge rather than applause.,,Women,Wellness,Fitness,Believe in Yourself,inspired_by,The Light We Carry,Michelle Obama,,Confidence & Inner Strength,,,"workout,gym,running",women,data/library/women_empowerment_part_01.csv,,approved
WEMP005,Equality begins when girls are raised for possibility instead of limitation.,,Women,Youth,Justice & Equality,Self-Worth,inspired_by,We Should All Be Feminists,Chimamanda Ngozi Adichie,,Equality & Voice,,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP006,Raise a girl to know she is a complete person before anyone calls her someone's wife.,,Women,Mindset,Growth,Growth,inspired_by,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,,Raising Empowered Girls,,,"growth,journey,reading",women,data/library/women_empowerment_part_01.csv,,approved
WEMP007,"When a woman is called too loud, ask whether the real discomfort is that she is audible at all.",,Women,Youth,Justice & Equality,Self-Worth,inspired_by,Women & Power,Mary Beard,,Power & Public Voice,,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP008,A woman can be both warm and formidable; leadership should not force her to choose one.,,Women,Youth,Justice & Equality,Dreams,inspired_by,Women and Leadership,Julia Gillard & Ngozi Okonjo-Iweala,,Leadership & Gender Bias,,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP009,"When women gain power over education, money, health, and choice, entire communities gain possibility.",,Women,Youth,Justice & Equality,Self-Worth,inspired_by,The Moment of Lift,Melinda French Gates,,Global Equality & Opportunity,,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP010,A girl's education is powerful precisely because it gives her more choices than others may have planned for her.,,Women,Youth,Study & Learning,Courage,inspired_by,I Am Malala,Malala Yousafzai & Christina Lamb,,Education & Courage,,,"books,study,school",women,data/library/women_empowerment_part_01.csv,,approved
WEMP011,Learning can give a woman language for realities she was once told not to question.,,Women,Youth,Study & Learning,Becoming,inspired_by,Educated,Tara Westover,,Education & Self-Invention,,,"books,study,school",women,data/library/women_empowerment_part_01.csv,,approved
WEMP012,Your identity is larger than the worst thing another person did to you.,,Women,Youth,Justice & Equality,Self-Worth,inspired_by,Know My Name,Chanel Miller,,"Voice, Dignity & Survival",,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP013,"Feminism that ignores food, housing, safety, healthcare, and poverty leaves too many women outside its promises.",,Women,Youth,Justice & Equality,Self-Worth,inspired_by,Hood Feminism,Mikki Kendall,,Intersectional Feminism,,,"mixed-friends,teamwork",women,data/library/women_empowerment_part_01.csv,,approved
WEMP014,Your body does not need to earn dignity by matching someone else's preferred shape.,,Women,Relationships,Love,Self-Worth,inspired_by,The Body Is Not an Apology,Sonya Renee Taylor,,Body Respect & Self-Love,,,"couple,love",women,data/library/women_empowerment_part_01.csv,,approved
WEMP015,You do not need to overperform forever to prove you deserved entry into the room.,,Women,Mindset,Goals,Dreams,inspired_by,More Than Enough,Elaine Welteroth,,Worth & Ambition,,,"planning,desk,journey",women,data/library/women_empowerment_part_01.csv,,approved
WEMP016,Confidence grows through action more reliably than through waiting to feel certain.,,Women,Mindset,Self-Belief,Believe in Yourself,inspired_by,The Confidence Code,Katty Kay & Claire Shipman,,Confidence & Action,,,"confidence,standing-tall",women,data/library/women_empowerment_part_01.csv,,approved
WEMP017,Your strengths can become limits when you rely on them after the role has changed.,,Women,Business,Career,Discipline & Action,inspired_by,How Women Rise,Sally Helgesen & Marshall Goldsmith,,Career Growth & Habits,,,"work,office,learning",women,data/library/women_empowerment_part_01.csv,,approved
WEMP018,Your inner critic can speak loudly without being qualified to make your decisions.,,Women,Mindset,Purpose & Meaning,Dreams,inspired_by,Playing Big,Tara Mohr,,Calling & Inner Critic,,,"journey,work,reading",women,data/library/women_empowerment_part_01.csv,,approved
WEMP019,Professional kindness does not require making yourself easy to overlook.,,Women,Business,Career,Growth,inspired_by,Nice Girls Don't Get the Corner Office,Lois P. Frankel,,Workplace Power,,,"work,office,learning",women,data/library/women_empowerment_part_01.csv,,approved
WEMP020,Your difference from the traditional workplace model can become an advantage rather than a flaw.,,Women,Business,Money Mindset,Dreams,inspired_by,Own It,Sallie Krawcheck,,"Women, Work & Financial Power",,,"finance,work,building",women,data/library/women_empowerment_part_01.csv,,approved
WEMP021,"Financial literacy is a form of independence, not a personality trait reserved for people who love spreadsheets.",,Women,Business,Money Mindset,Self-Worth,inspired_by,Financial Feminist,Tori Dunlap,,Money & Independence,,,"finance,work,building",women,data/library/women_empowerment_part_01.csv,,approved
WEMP022,"Women building wealth changes who has the power to fund ideas, families, communities, and change.",,Women,Business,Money Mindset,Dreams,inspired_by,We Should All Be Millionaires,Rachel Rodgers,,Wealth & Economic Power,,,"finance,work,building",women,data/library/women_empowerment_part_01.csv,,approved
WEMP023,"Financial peace grows when every part of your money life has a plan, not just your income.",,Women,Business,Money Mindset,Peace & Letting Go,inspired_by,Get Good with Money,Tiffany Aliche,,Financial Security & Systems,,,"finance,work,building",women,data/library/women_empowerment_part_01.csv,,approved
WEMP024,Earning more often begins when a woman stops treating money as proof of goodness or selfishness.,,Women,Mindset,Authenticity & Identity,Self-Worth,inspired_by,Secrets of Six-Figure Women,Barbara Huson,,Earning & Self-Worth,,,"confidence,alone,friends",women,data/library/women_empowerment_part_01.csv,,approved
WEMP025,Say yes to the opportunity that scares the version of you who has become too comfortable hiding.,,Women,Mindset,Courage,Courage,inspired_by,Year of Yes,Shonda Rhimes,,Courage & Visibility,,,"journey,standing-tall,action",women,data/library/women_empowerment_part_01.csv,,approved
WEMP026,Create before you know whether anyone will applaud.,,Women,Mindset,Growth,Growth,inspired_by,Big Magic,Elizabeth Gilbert,,Creativity & Permission,,,"growth,journey,reading",women,data/library/women_empowerment_part_01.csv,,approved
WEMP027,Stop negotiating against your own possibility before life has even answered.,,Women,Mindset,Self-Belief,Believe in Yourself,inspired_by,You Are a Badass,Jen Sincero,,Self-Belief & Action,,,"confidence,standing-tall",women,data/library/women_empowerment_part_01.csv,,approved
WEMP028,Move before hesitation turns one useful decision into an hour of avoidance.,,Women,Mindset,Courage,Courage,inspired_by,The 5 Second Rule,Mel Robbins,,Action & Courage,,,"journey,standing-tall,action",women,data/library/women_empowerment_part_01.csv,,approved
WEMP029,Let people reveal who they are without exhausting yourself trying to edit them.,,Women,Mindset,Peace,Peace & Letting Go,inspired_by,The Let Them Theory,Mel Robbins & Sawyer Robbins,,Detachment & Boundaries,,,"meditation,nature,quiet",women,data/library/women_empowerment_part_01.csv,,approved
